"{'C': 1.0, 'B': 10, 'learning_rate': 0.215, 'comm_round': 1, 'train_acc': 0.9444, 'test_acc': 0.9494, 'train_loss': 0.1878, 'test_loss': 0.1696}"
"{'C': 1.0, 'B': 10, 'learning_rate': 0.215, 'comm_round': 2, 'train_acc': 0.9634, 'test_acc': 0.965, 'train_loss': 0.1445, 'test_loss': 0.1267}"
"{'C': 1.0, 'B': 10, 'learning_rate': 0.215, 'comm_round': 3, 'train_acc': 0.9717, 'test_acc': 0.9722, 'train_loss': 0.1124, 'test_loss': 0.0983}"
"{'C': 1.0, 'B': 10, 'learning_rate': 0.215, 'comm_round': 4, 'train_acc': 0.9763, 'test_acc': 0.9764, 'train_loss': 0.093, 'test_loss': 0.0815}"
"{'C': 1.0, 'B': 10, 'learning_rate': 0.215, 'comm_round': 5, 'train_acc': 0.9794, 'test_acc': 0.9791, 'train_loss': 0.0804, 'test_loss': 0.0704}"
"{'C': 1.0, 'B': 10, 'learning_rate': 0.215, 'comm_round': 6, 'train_acc': 0.9813, 'test_acc': 0.9816, 'train_loss': 0.0715, 'test_loss': 0.0636}"
"{'C': 1.0, 'B': 10, 'learning_rate': 0.215, 'comm_round': 7, 'train_acc': 0.9831, 'test_acc': 0.9834, 'train_loss': 0.0649, 'test_loss': 0.0583}"
"{'C': 1.0, 'B': 10, 'learning_rate': 0.215, 'comm_round': 8, 'train_acc': 0.9845, 'test_acc': 0.9834, 'train_loss': 0.0578, 'test_loss': 0.0527}"
"{'C': 1.0, 'B': 10, 'learning_rate': 0.215, 'comm_round': 9, 'train_acc': 0.9857, 'test_acc': 0.9852, 'train_loss': 0.0543, 'test_loss': 0.051}"
"{'C': 1.0, 'B': 10, 'learning_rate': 0.215, 'comm_round': 10, 'train_acc': 0.9865, 'test_acc': 0.986, 'train_loss': 0.0498, 'test_loss': 0.0473}"
"{'C': 1.0, 'B': 10, 'learning_rate': 0.215, 'comm_round': 11, 'train_acc': 0.9872, 'test_acc': 0.9863, 'train_loss': 0.0468, 'test_loss': 0.0461}"
"{'C': 1.0, 'B': 10, 'learning_rate': 0.215, 'comm_round': 12, 'train_acc': 0.9881, 'test_acc': 0.9868, 'train_loss': 0.0431, 'test_loss': 0.0434}"
"{'C': 1.0, 'B': 10, 'learning_rate': 0.215, 'comm_round': 13, 'train_acc': 0.9888, 'test_acc': 0.9873, 'train_loss': 0.0404, 'test_loss': 0.042}"
"{'C': 1.0, 'B': 10, 'learning_rate': 0.215, 'comm_round': 14, 'train_acc': 0.9896, 'test_acc': 0.9881, 'train_loss': 0.0384, 'test_loss': 0.0403}"
"{'C': 1.0, 'B': 10, 'learning_rate': 0.215, 'comm_round': 15, 'train_acc': 0.9902, 'test_acc': 0.9882, 'train_loss': 0.0362, 'test_loss': 0.0395}"
"{'C': 1.0, 'B': 10, 'learning_rate': 0.215, 'comm_round': 16, 'train_acc': 0.9908, 'test_acc': 0.9881, 'train_loss': 0.0342, 'test_loss': 0.0386}"
"{'C': 1.0, 'B': 10, 'learning_rate': 0.215, 'comm_round': 17, 'train_acc': 0.9914, 'test_acc': 0.9886, 'train_loss': 0.0322, 'test_loss': 0.0375}"
"{'C': 1.0, 'B': 10, 'learning_rate': 0.215, 'comm_round': 18, 'train_acc': 0.9917, 'test_acc': 0.9886, 'train_loss': 0.0311, 'test_loss': 0.0374}"
"{'C': 1.0, 'B': 10, 'learning_rate': 0.215, 'comm_round': 19, 'train_acc': 0.9919, 'test_acc': 0.989, 'train_loss': 0.0293, 'test_loss': 0.0358}"
"{'C': 1.0, 'B': 10, 'learning_rate': 0.215, 'comm_round': 20, 'train_acc': 0.9923, 'test_acc': 0.9891, 'train_loss': 0.0284, 'test_loss': 0.0359}"
"{'C': 1.0, 'B': 10, 'learning_rate': 0.215, 'comm_round': 21, 'train_acc': 0.9928, 'test_acc': 0.9898, 'train_loss': 0.0267, 'test_loss': 0.0346}"
"{'C': 1.0, 'B': 10, 'learning_rate': 0.215, 'comm_round': 22, 'train_acc': 0.9931, 'test_acc': 0.9898, 'train_loss': 0.0253, 'test_loss': 0.0341}"
"{'C': 1.0, 'B': 10, 'learning_rate': 0.215, 'comm_round': 23, 'train_acc': 0.9934, 'test_acc': 0.9896, 'train_loss': 0.0244, 'test_loss': 0.0342}"
"{'C': 1.0, 'B': 10, 'learning_rate': 0.215, 'comm_round': 24, 'train_acc': 0.9936, 'test_acc': 0.9896, 'train_loss': 0.0235, 'test_loss': 0.0339}"
"{'C': 1.0, 'B': 10, 'learning_rate': 0.215, 'comm_round': 25, 'train_acc': 0.9941, 'test_acc': 0.9904, 'train_loss': 0.0225, 'test_loss': 0.0332}"
