"{'C': 0.1, 'B': 10, 'learning_rate': 0.215, 'comm_round': 1, 'train_acc': 0.94, 'test_acc': 0.9446, 'train_loss': 0.2012, 'test_loss': 0.1867}"
"{'C': 0.1, 'B': 10, 'learning_rate': 0.215, 'comm_round': 2, 'train_acc': 0.9589, 'test_acc': 0.9629, 'train_loss': 0.1611, 'test_loss': 0.1418}"
"{'C': 0.1, 'B': 10, 'learning_rate': 0.215, 'comm_round': 3, 'train_acc': 0.9688, 'test_acc': 0.9702, 'train_loss': 0.1216, 'test_loss': 0.1134}"
"{'C': 0.1, 'B': 10, 'learning_rate': 0.215, 'comm_round': 4, 'train_acc': 0.9747, 'test_acc': 0.9761, 'train_loss': 0.1009, 'test_loss': 0.0863}"
"{'C': 0.1, 'B': 10, 'learning_rate': 0.215, 'comm_round': 5, 'train_acc': 0.9776, 'test_acc': 0.9778, 'train_loss': 0.0836, 'test_loss': 0.0748}"
"{'C': 0.1, 'B': 10, 'learning_rate': 0.215, 'comm_round': 6, 'train_acc': 0.9802, 'test_acc': 0.9805, 'train_loss': 0.0762, 'test_loss': 0.0692}"
"{'C': 0.1, 'B': 10, 'learning_rate': 0.215, 'comm_round': 7, 'train_acc': 0.9821, 'test_acc': 0.9812, 'train_loss': 0.0689, 'test_loss': 0.0636}"
"{'C': 0.1, 'B': 10, 'learning_rate': 0.215, 'comm_round': 8, 'train_acc': 0.9838, 'test_acc': 0.9827, 'train_loss': 0.0615, 'test_loss': 0.0568}"
"{'C': 0.1, 'B': 10, 'learning_rate': 0.215, 'comm_round': 9, 'train_acc': 0.985, 'test_acc': 0.9843, 'train_loss': 0.0582, 'test_loss': 0.0538}"
"{'C': 0.1, 'B': 10, 'learning_rate': 0.215, 'comm_round': 10, 'train_acc': 0.986, 'test_acc': 0.986, 'train_loss': 0.0547, 'test_loss': 0.0493}"
"{'C': 0.1, 'B': 10, 'learning_rate': 0.215, 'comm_round': 11, 'train_acc': 0.9864, 'test_acc': 0.986, 'train_loss': 0.0507, 'test_loss': 0.0473}"
"{'C': 0.1, 'B': 10, 'learning_rate': 0.215, 'comm_round': 12, 'train_acc': 0.9877, 'test_acc': 0.9871, 'train_loss': 0.0461, 'test_loss': 0.0449}"
"{'C': 0.1, 'B': 10, 'learning_rate': 0.215, 'comm_round': 13, 'train_acc': 0.9883, 'test_acc': 0.9873, 'train_loss': 0.0451, 'test_loss': 0.043}"
"{'C': 0.1, 'B': 10, 'learning_rate': 0.215, 'comm_round': 14, 'train_acc': 0.9888, 'test_acc': 0.987, 'train_loss': 0.0422, 'test_loss': 0.0421}"
"{'C': 0.1, 'B': 10, 'learning_rate': 0.215, 'comm_round': 15, 'train_acc': 0.9894, 'test_acc': 0.988, 'train_loss': 0.0402, 'test_loss': 0.0423}"
"{'C': 0.1, 'B': 10, 'learning_rate': 0.215, 'comm_round': 16, 'train_acc': 0.9902, 'test_acc': 0.988, 'train_loss': 0.0383, 'test_loss': 0.0421}"
"{'C': 0.1, 'B': 10, 'learning_rate': 0.215, 'comm_round': 17, 'train_acc': 0.9904, 'test_acc': 0.9889, 'train_loss': 0.0362, 'test_loss': 0.0392}"
"{'C': 0.1, 'B': 10, 'learning_rate': 0.215, 'comm_round': 18, 'train_acc': 0.9908, 'test_acc': 0.9894, 'train_loss': 0.0342, 'test_loss': 0.0365}"
"{'C': 0.1, 'B': 10, 'learning_rate': 0.215, 'comm_round': 19, 'train_acc': 0.9917, 'test_acc': 0.9896, 'train_loss': 0.0313, 'test_loss': 0.0355}"
"{'C': 0.1, 'B': 10, 'learning_rate': 0.215, 'comm_round': 20, 'train_acc': 0.9916, 'test_acc': 0.989, 'train_loss': 0.0318, 'test_loss': 0.0381}"
"{'C': 0.1, 'B': 10, 'learning_rate': 0.215, 'comm_round': 21, 'train_acc': 0.9916, 'test_acc': 0.989, 'train_loss': 0.0314, 'test_loss': 0.0395}"
"{'C': 0.1, 'B': 10, 'learning_rate': 0.215, 'comm_round': 22, 'train_acc': 0.9919, 'test_acc': 0.9884, 'train_loss': 0.0314, 'test_loss': 0.04}"
"{'C': 0.1, 'B': 10, 'learning_rate': 0.215, 'comm_round': 23, 'train_acc': 0.9923, 'test_acc': 0.9887, 'train_loss': 0.0294, 'test_loss': 0.0386}"
"{'C': 0.1, 'B': 10, 'learning_rate': 0.215, 'comm_round': 24, 'train_acc': 0.9924, 'test_acc': 0.9894, 'train_loss': 0.028, 'test_loss': 0.0375}"
"{'C': 0.1, 'B': 10, 'learning_rate': 0.215, 'comm_round': 25, 'train_acc': 0.9929, 'test_acc': 0.9897, 'train_loss': 0.0258, 'test_loss': 0.0352}"
"{'C': 0.1, 'B': 10, 'learning_rate': 0.215, 'comm_round': 26, 'train_acc': 0.993, 'test_acc': 0.9901, 'train_loss': 0.0254, 'test_loss': 0.0342}"
